R_EX_man_e_,-0.23259440999999997,0.23259440999999997,{'M_man_e': 1.0},{'M_man_b': 1.0}
R_EX_met_L_e_,-0.014597393700000016,0.014597393700000016,{'M_met_L_e': 1.0},{'M_met_L_b': 1.0}
R_EX_nadp_e_,-2.8758733456067404e-07,2.8758733456067404e-07,{'M_nadp_e': 1.0},{'M_nadp_b': 1.0}
R_EX_pheac_e_,0.0,0.0,{'M_pheac_e': 1.0},{'M_pheac_b': 1.0}
R_EX_pnto_R_e_,0.0,0.0,{'M_pnto_R_e': 1.0},{'M_pnto_R_b': 1.0}
R_EX_pro_L_e_,-0.04741713,0.04741713,{'M_pro_L_e': 1.0},{'M_pro_L_b': 1.0}
R_EX_ptrc_e_,-0.30738852679994844,0.30738852679994844,{'M_ptrc_e': 1.0},{'M_ptrc_b': 1.0}
R_EX_ribflv_e_,-0.0002853089,0.0002853089,{'M_ribflv_e': 1.0},{'M_ribflv_b': 1.0}
R_EX_ser_L_e_,-0.9999999999998863,0.9999999999998863,{'M_ser_L_e': 1.0},{'M_ser_L_b': 1.0}
R_EX_spmd_e_,0.30738852679994844,0.30738852679994844,{'M_spmd_e': 1.0},{'M_spmd_b': 1.0}
R_EX_thm_e_,-2.879e-07,2.879e-07,{'M_thm_e': 1.0},{'M_thm_b': 1.0}
R_EX_trp_L_e_,-0.00817636,0.00817636,{'M_trp_L_e': 1.0},{'M_trp_L_b': 1.0}
R_EX_ttdca_e_,0.0,0.0,{'M_ttdca_e': 1.0},{'M_ttdca_b': 1.0}
R_EX_tyr_L_e_,-0.029365799999999997,0.029365799999999997,{'M_tyr_L_e': 1.0},{'M_tyr_L_b': 1.0}
R_EX_val_L_e_,-0.07617834000000001,0.07617834000000001,{'M_val_L_e': 1.0},{'M_val_L_b': 1.0}
R_EX_zymst_e_,0.0,0.0,{'M_zymst_e': 1.0},{'M_zymst_b': 1.0}
R_FACOAL140,0.0,0.0,"{'M_ttdca_c': 1.0, 'M_coa_c': 1.0}",{'M_tdcoa_c': 1.0}
R_FAS100,0.0,0.0,"{'M_malcoa_c': 1.0, 'M_octa_c': 1.0}","{'M_co2_c': 1.0, 'M_dca_c': 1.0, 'M_coa_c': 1.0}"
R_FAS100COA,0.0,0.0,"{'M_malcoa_c': 1.0, 'M_occoa_c': 1.0}","{'M_co2_c': 1.0, 'M_coa_c': 1.0, 'M_dcacoa_c': 1.0}"
R_FAS120COA,0.0,0.0,"{'M_malcoa_c': 1.0, 'M_dcacoa_c': 1.0}","{'M_co2_c': 1.0, 'M_ddcacoa_c': 1.0, 'M_coa_c': 1.0}"
R_FAS140COA,0.0,0.0,"{'M_malcoa_c': 1.0, 'M_ddcacoa_c': 1.0}","{'M_tdcoa_c': 1.0, 'M_co2_c': 1.0, 'M_coa_c': 1.0}"
